"Coût_chauffage","Surface_habitable_immeuble","Coût_éclairage","Conso_5_usages_é_finale","Date_réception_DPE","Coût_total_5_usages","Emission_GES_5_usages","N°DPE","Code_postal_(BAN)","Identifiant__BAN","Surface_habitable_logement","Coût_auxiliaires","Type_bâtiment","Coût_ECS","Conso_5_usages_par_m²_é_primaire","Coût_refroidissement","Etiquette_DPE","_score","Type_installation_chauffage","x","y","lon","lat"
231.7,NA,30.2,3355.3,"2023-12-14",445.9,730.6,"2341N4328198E","41200","41194_m19rv6_00012",52.6,17,"appartement",166.9,68.5,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
313.3,NA,40.9,4284.8,"2023-12-14",571.3,931.3,"2341N4328297Z","41200","41194_m19rv6_00012",71.2,23.1,"appartement",194,64.8,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
239.6,NA,31.1,3434.8,"2023-12-14",457.3,747.1,"2341N4328398W","41200","41194_m19rv6_00012",54.1,17.5,"appartement",169.1,68.3,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
219.4,NA,30,3312.2,"2023-12-14",442.6,718.9,"2341N4329422G","41200","41194_m19rv6_00012",52.6,16.9,"appartement",176.3,68,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
328.8,NA,44.1,4534,"2023-12-14",612,978,"2341N4329438W","41200","41194_m19rv6_00012",77.3,24.9,"appartement",214.3,63.9,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
230.3,NA,30.2,3350.5,"2023-12-14",444.5,730.3,"2341N4328286O","41200","41194_m19rv6_00012",52.6,17,"appartement",166.9,68.3,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
300.3,NA,40.6,4227,"2023-12-14",568.7,913.7,"2341N4329427L","41200","41194_m19rv6_00012",71.2,22.9,"appartement",204.9,64.5,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
225.2,NA,30.8,3380.1,"2023-12-14",451.8,733.5,"2341N4329350M","41200","41194_m19rv6_00012",54,17.4,"appartement",178.4,67.6,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
300.2,NA,40.6,4226.8,"2023-12-14",568.6,913.7,"2341N4329342E","41200","41194_m19rv6_00012",71.2,22.9,"appartement",204.9,64.5,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
222,NA,30.1,3328,"2023-12-14",445.7,721.3,"2341N4329346I","41200","41194_m19rv6_00012",52.8,17,"appartement",176.6,68.2,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
301,NA,40.6,4229.7,"2023-12-14",569.4,913.9,"2341N4329458Q","41200","41194_m19rv6_00012",71.2,22.9,"appartement",204.9,64.6,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
245.3,NA,31.9,3503.2,"2023-12-14",466.3,762.1,"2341N4328380E","41200","41194_m19rv6_00012",55.5,18,"appartement",171.1,67.9,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
375.9,NA,51.9,3815.5,"2023-12-14",608.2,731.9,"2341N4321249X","41200","41194_m19rv6",84,28.3,"appartement",152,58.2,0,"B",32.514324,"individuel",NA,NA,NA,NA
211,NA,73,2178,"2023-09-11",632,139,"2341N3015635Z","41200","41282",142.5,59,"maison",289,35.1,0,"A",32.514324,NA,NA,NA,NA,NA
233.4,NA,30.3,3368.1,"2023-12-14",448,733,"2341N4328174G","41200","41194_m19rv6_00012",52.8,17.1,"appartement",167.2,68.6,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
232.7,NA,30.2,3358.6,"2023-12-14",446.8,730.9,"2341N4328348Y","41200","41194_m19rv6_00012",52.6,17,"appartement",166.9,68.6,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
164,70.6,33,1430.2,"2023-02-28",351,102.7,"2341N0661971L","41200","41194_1980",70.6,4,"maison",117,46.6,0,"A",32.514324,NA,NA,NA,NA,NA
364,NA,52.4,3713.6,"2023-12-14",595.6,709.4,"2341N4320366Y","41200","41194_m19rv6_00001",84,32.9,"maison",146.2,56.9,0,"B",32.514324,NA,604726.52,6696336.01,1.737701,47.360505
231.3,NA,30.2,3353.9,"2023-12-14",445.5,730.6,"2341N4328266U","41200","41194_m19rv6_00012",52.6,17,"appartement",166.9,68.4,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
313.6,NA,40.9,4286,"2023-12-14",571.6,931.3,"2341N4328209P","41200","41194_m19rv6_00012",71.2,23.1,"appartement",194,64.9,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
219,NA,53,1562,"2023-11-30",454,113,"2341N4118373Z","41200","41194_2100",90.8,24,"maison",147,39.6,11,"A",32.514324,NA,NA,NA,NA,NA
410,NA,71,4865,"2023-05-03",756,1044,"2341N1469631H","41200","41194_1504",113.8,29,"maison",246,47.1,0,"B",32.514324,NA,NA,NA,NA,NA
231.7,NA,30.2,3355.3,"2023-12-14",445.9,730.6,"2341N4328187T","41200","41194_m19rv6_00012",52.6,17,"appartement",166.9,68.5,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
322.2,NA,49.8,2786.3,"2023-02-07",544.8,205.1,"2341N0401967H","41200","41194_0903",128.4,17.6,"maison",155.3,49,0,"A",32.514324,NA,NA,NA,NA,NA
187,85.3,39,1691.2,"2023-02-28",387,121.9,"2341N0662121F","41200","41194_1980",85.3,5,"maison",127,45.6,0,"A",32.514324,NA,NA,NA,NA,NA
410,NA,71,4865,"2023-05-03",756,1044,"2341N1469742O","41200","41194_1504",NA,29,"maison",246,47.1,0,"B",32.514324,NA,NA,NA,NA,NA
221.2,NA,30,3318.3,"2023-12-14",444.4,719.2,"2341N4329416A","41200","41194_m19rv6_00012",52.6,16.9,"appartement",176.3,68.2,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
282.1,NA,37.8,2115.6,"2023-02-08",446.6,135.4,"2341N0417119B","41200","41194_0590_00015",87,16.8,"maison",110,55.9,0,"A",32.514324,NA,604951.48,6697660.94,1.740401,47.372463
214,121.6,46,2449.6,"2023-09-29",494,174.8,"2341N3261282Y","41200","41194_0330",121.6,9,"maison",205,46.3,0,"A",32.514324,NA,NA,NA,NA,NA
236.9,NA,31,3422,"2023-12-14",454.4,745.5,"2341N4328334K","41200","41194_m19rv6_00012",54,17.5,"appartement",169,68,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
236.9,NA,31,3422,"2023-12-14",454.4,745.5,"2341N4328243X","41200","41194_m19rv6_00012",54,17.5,"appartement",169,68,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
314.2,NA,40.9,4288.2,"2023-12-14",572.2,931.5,"2341N4328391P","41200","41194_m19rv6_00012",71.2,23.1,"appartement",194,64.9,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
222,NA,30.1,3328,"2023-12-14",445.7,721.3,"2341N4329406Q","41200","41194_m19rv6_00012",52.8,17,"appartement",176.6,68.2,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
249.5,NA,30.1,1896.5,"2023-08-02",415.8,139.7,"2341N2612701N","41200","41194_1365_00025",68.5,17.7,"maison",118.5,63,0,"A",32.514324,NA,604818.87,6697504.63,1.738677,47.371037
167,70.6,33,1447.2,"2023-02-28",353,104.1,"2341N0661879X","41200","41194_1980",70.6,4,"maison",116,47.1,0,"A",32.514324,NA,NA,NA,NA,NA
407.9,NA,55.4,5494.8,"2023-12-14",737.5,1184.6,"2341N4329325N","41200","41194_m19rv6_00012",97.1,31.2,"appartement",242.9,61.7,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
282.1,NA,37.8,2115.6,"2023-02-08",446.6,135.4,"2341N0417222A","41200","41194_0590_00015",87,16.8,"maison",110,55.9,0,"A",32.514324,NA,604951.48,6697660.94,1.740401,47.372463
329,NA,46,3940,"2023-05-04",611,848,"2341N1486220I","41200","41194_1504",73.3,29,"maison",207,59,0,"C",32.514324,NA,NA,NA,NA,NA
397,NA,53.8,5354.2,"2023-12-14",721.9,1155.8,"2341N4329333V","41200","41194_m19rv6_00012",94.4,30.4,"appartement",240.6,61.8,0,"C",32.514324,"individuel",604698.81,6696278.9,1.737346,47.359987
253.4,NA,31.1,2634.2,"2023-12-14",429.8,495.6,"2341N4319703L","41200","41194_m19rv6",53.3,21,"appartement",124.3,64.7,0,"B",32.514324,"collectif",NA,NA,NA,NA
201.6,NA,30,1743.1,"2021-12-13",376.7,111.6,"2141N0906720U","41330","41203_4gdqby",71.1,0.5,"maison",144.6,56.4,0,"A",42.555027,NA,NA,NA,NA,NA
284,112.7,64,1741.8,"2021-07-21",524,127.2,"2141N0073397X","41330","41009_0129_00100",112.7,12,"maison",136,35.5,0,"A",42.555027,NA,573265.23,6732213.32,1.310807,47.678107
458,126.1,61,2646,"2021-07-02",715,196.4,"2141N0056334Q","41330","41009_0129_00104",126.1,12,"maison",155,48.3,0,"A",42.555027,NA,573276.35,6732200.08,1.310959,47.67799
160,81.6,40,1549.3,"2023-05-03",367,110.8,"2341N1464010C","41330","41040_0058",81.6,0,"maison",149,43.7,0,"A",41.565,NA,NA,NA,NA,NA
157,81.5,40,1526.5,"2023-05-03",365,109,"2341N1464006Y","41330","41040_0058_00003",81.5,0,"maison",150,43.1,0,"A",41.565,NA,567808.13,6731464.23,1.238318,47.670293
185.4,NA,47.1,1733.8,"2023-05-25",392.9,124.9,"2341N1723063R","41330","41040_0100",117.1,22,"maison",138.3,34,0,"A",41.565,NA,NA,NA,NA,NA
188.5,NA,40.2,1853.3,"2023-02-06",409.7,133,"2341N0377558M","41330","41040_0100",96.2,20.1,"maison",160.9,44,0,"A",41.565,NA,NA,NA,NA,NA
236,113.4,56,2131.5,"2023-09-25",449,155.2,"2341N3183937D","41330","41128_0159",113.4,0,"maison",133,43.2,0,"A",41.565,NA,NA,NA,NA,NA
215.1,NA,41.6,1929.8,"2023-02-09",420.5,140,"2341N0432216S","41330","41040_0002",96,14.7,"maison",149.1,46,0,"A",41.565,NA,NA,NA,NA,NA
182.7,NA,41.4,1781,"2023-07-13",399.5,127.8,"2341N2374177N","41330","41040_0100",93,19.5,"maison",155.9,44,0,"A",41.565,NA,NA,NA,NA,NA
146,68.4,35,1432.4,"2023-05-03",350,102,"2341N1464152O","41330","41040_0058",68.4,0,"maison",150,48.2,0,"A",41.565,NA,NA,NA,NA,NA
141,68.3,36,1409.4,"2023-05-03",348,100.1,"2341N1464148K","41330","41040_0058",68.3,0,"maison",151,47.5,0,"A",41.565,NA,NA,NA,NA,NA
170.1,NA,34.8,1635.4,"2023-02-21",379,117.1,"2341N0560775H","41330","41040_0100",75,20.5,"maison",153.7,50,0,"A",41.565,NA,NA,NA,NA,NA
222.2,NA,42.4,1709.8,"2023-06-13",389.5,125.5,"2341N1955898W","41330","41203_0055",91.6,17.5,"maison",107.4,42,0,"A",41.565,NA,NA,NA,NA,NA
236,104.8,44,1741.2,"2022-02-02",394,128.5,"2241N0207015C","41330","41009_0095",104.8,3,"maison",92,38.2,0,"A",41.11843,NA,NA,NA,NA,NA
243,68.5,27,1932.1,"2022-02-10",420,141.7,"2241N0267814N","41330","41009_0125",68.5,0,"maison",136,64.9,0,"A",41.11843,NA,NA,NA,NA,NA
261.1,NA,45.5,2113.9,"2022-05-20",446.3,155.5,"2241N1111704V","41330","41009_0070",122.6,21.3,"maison",118.4,39,0,"A",41.11843,NA,NA,NA,NA,NA
329,NA,65,2217,"2022-06-21",599,163,"2241N1390050L","41330","41009_0129_00006_bis",NA,40,"maison",165,48.9,0,"A",41.11843,NA,NA,NA,NA,NA
368,NA,59,2481,"2022-05-14",636,184,"2241N1049519C","41330","41091_0036",91.9,28,"maison",181,62.1,0,"A",41.11843,NA,NA,NA,NA,NA
307.3,NA,41.3,2483.9,"2022-06-09",498.4,183.6,"2241N1276101U","41330","41009_0070",108.6,18.1,"maison",131.7,52,0,"A",41.11843,NA,NA,NA,NA,NA
243,100.3,41,1880.8,"2022-02-10",413,138.4,"2241N0267890L","41330","41009_0125",100.3,10,"maison",103,43.1,0,"A",41.11843,NA,NA,NA,NA,NA
290.6,NA,57.9,2314.1,"2022-03-03",474.5,148.1,"2241N0430162R","41330","41009_0128",139.3,18,"maison",108,38.2,0,"A",41.11843,NA,NA,NA,NA,NA
386.6,NA,44.5,5155.7,"2022-05-17",612.1,234.5,"2241N1069384D","41330","41203_0040",107.2,16.7,"maison",164.3,71,0,"B",41.11843,NA,NA,NA,NA,NA
325.3,NA,47.6,5269.5,"2022-05-20",568.7,208.6,"2241N1111755U","41330","41040_0100_00011",93,16.8,"maison",179,74,0,"B",41.11843,NA,569627.47,6730065.38,1.262966,47.658068
285.6,NA,52.5,2613.3,"2022-10-13",518.6,191,"2241N2387547S","41330","41203_0053",143,23,"maison",157.5,42,0,"A",41.11843,NA,NA,NA,NA,NA
304,NA,52,1873,"2022-02-08",528,138,"2241N0244014D","41330","41128_0044",91.6,31,"maison",141,47,0,"A",41.11843,NA,NA,NA,NA,NA
347,NA,48,2221,"2022-06-20",583,165,"2241N1368053K","41330","41128_0152_00012",73.7,25,"maison",163,69.4,0,"A",41.11843,NA,573405.43,6729030.35,1.313581,47.649491
189.7,NA,58.1,2333.8,"2024-01-26",477.3,165.5,"2441N0292840D","41330","41281_0008",149.6,27.5,"maison",165.2,35,36.7,"A",39.971275,NA,NA,NA,NA,NA
239,140.2,56,2145.5,"2024-01-19",452,156.3,"2441N0208996J","41330","41128_0159",140.2,0,"maison",133,35.1,0,"A",39.971275,NA,NA,NA,NA,NA
234,113.4,45,2143.3,"2024-05-23",451,155.6,"2441N1815799M","41330","41128_0131",113.4,0,"maison",148,43.4,0,"A",39.971275,NA,NA,NA,NA,NA
199.7,NA,47.3,2060.8,"2024-06-11",438.9,147.8,"2441N2081037Y","41330","41040_0100",123.4,23.7,"maison",165.6,38,2.6,"A",39.971275,NA,NA,NA,NA,NA
195,77.9,33,1597,"2024-06-04",374,115.9,"2441N1987449K","41330","41281_0025",77.9,4,"maison",122,47.1,0,"A",39.971275,NA,NA,NA,NA,NA
233,84.6,45,1522.8,"2024-07-29",447,110.6,"2441N2736191E","41330","41009_0125",84.6,5,"maison",144,41.3,0,"A",39.971275,NA,NA,NA,NA,NA
214,98.6,40,1718.3,"2024-03-19",392,125.5,"2441N0995715U","41330","41040_0006_00032_bis",98.6,3,"maison",119,40,0,"A",39.971275,NA,568103.81,6731289.73,1.242309,47.668782
232,113.4,45,2131.9,"2024-05-23",449,154.7,"2441N1815803Q","41330","41128_0131",113.4,0,"maison",148,43.2,0,"A",39.971275,NA,NA,NA,NA,NA
306,NA,34,1818,"2024-05-28",510,134,"2341N4562887R","41330","41035_0016",58.1,22,"maison",128,71.9,20,"B",39.971275,NA,NA,NA,NA,NA
280,NA,56,2480,"2024-02-26",497.8,181.7,"2441N0699327G","41330","41009_nlo60g",155,28,"maison",127.6,36,6.2,"A",39.971275,NA,NA,NA,NA,NA
195,77.9,33,1597,"2024-06-11",374,115.9,"2441N2078402P","41330","41281_0025",77.9,4,"maison",122,47.1,0,"A",39.971275,NA,NA,NA,NA,NA
193.6,NA,40.6,1507,"2023-01-10",361,109.9,"2341N0072056K","41270","41196_0022_00018",88.6,16.7,"maison",110,39,0,"A",49.712532,NA,560921.96,6770553.19,1.134275,48.020575
187.4,NA,38.3,1763.2,"2023-03-30",397,126.9,"2341N1062339F","41160","41275_0064",89.5,4,"maison",157.2,45,10.1,"A",47.669228,NA,NA,NA,NA,NA
180,103.1,43,1608.4,"2023-11-30",374,116,"2341N4116753R","41160","41095_0076_00059",103.1,2,"maison",130,35.9,0,"A",47.669228,NA,565484.04,6755686.14,1.199999,47.88777
188.8,NA,41.4,1920.1,"2024-05-13",419.1,137.4,"2441N1668399G","41160","41173_0268",105.5,27.6,"maison",135.9,41,25.3,"A",43.724354,NA,NA,NA,NA,NA
179,103.1,43,1639.3,"2024-02-05",379,118,"2341N4545734Y","41160","41095_0076_00059",103.1,2,"maison",129,36.5,0,"A",43.724354,NA,565484.04,6755686.14,1.199999,47.88777
202,93.9,43,1647.9,"2024-03-25",380,120,"2441N1070780X","41160","41154_0221_00004",93.9,5,"maison",115,40.3,0,"A",43.724354,NA,567880.32,6756956.37,1.231673,47.899686
229,143.4,56,2323,"2024-03-01",476,167.6,"2441N0774248V","41160","41154_0178_00020",143.4,10,"maison",160,37.2,0,"A",43.724354,NA,568342.85,6757671.46,1.237648,47.906213
166.8,NA,36.1,1360.5,"2022-04-14",340.4,98.3,"2241N0787729G","41160","41275_7c255p",76,22.5,"maison",115,41,0,"A",42.52402,NA,NA,NA,NA,NA
159.8,NA,71.5,2019.8,"2022-07-11",433.1,142.9,"2241N1582048Z","41160","41186_0015",170.8,29.4,"maison",172.4,27,0,"A",42.52402,NA,NA,NA,NA,NA
249.5,NA,51.8,2096.1,"2022-05-18",443.8,153.6,"2241N1086970N","41160","41214_0055",124.2,29.2,"maison",113.4,38,0,"A",42.52402,NA,NA,NA,NA,NA
297.5,NA,45.9,4883,"2022-02-07",540.3,194.1,"2241N0236861A","41160","41073_0115_00017",87.4,16.2,"maison",180.8,74,0,"B",42.52402,NA,552136.95,6756634,1.021151,47.893424
261.2,NA,41.9,4377.7,"2022-09-26",546.9,196.6,"2241N2204623E","41160","41095_0098",98.4,81.3,"maison",162.5,66,0,"A",42.52402,NA,NA,NA,NA,NA
293.9,NA,43.3,4891.1,"2022-12-20",533.6,190.5,"2241N3098027W","41160","41095_0142_00003",79,17.8,"maison",178.5,80,0,"B",42.52402,NA,566355.55,6756022.77,1.211555,47.890977
342.1,NA,50.2,2898,"2022-06-10",561.8,214,"2241N1279335E","41160","41073_xvtln9",141.2,15.7,"maison",153.8,47,0,"A",42.52402,NA,NA,NA,NA,NA
191.3,NA,50.2,1973.4,"2022-10-14",426.6,141.5,"2241N2399099A","41160","41275_0090",122.9,22,"maison",163.1,36,0,"A",42.52402,NA,NA,NA,NA,NA
162.4,NA,56.4,2122.2,"2022-03-08",447.5,149.7,"2241N0459392X","41160","41095_0098",132.9,26.5,"maison",202.2,36,0,"A",42.52402,NA,NA,NA,NA,NA
201,97.9,42,1703.5,"2024-06-12",388,123.7,"2441N2100895S","41230","41157_A006",97.9,4,"maison",125,40,0,"A",42.92167,NA,NA,NA,NA,NA
204.6,NA,42.5,2052,"2024-04-08",437.6,147.4,"2441N1263080B","41230","41068_0020",95,28.4,"maison",156,49,6.1,"A",42.92167,NA,NA,NA,NA,NA
238,NA,79,2172,"2024-06-24",627,158,"2441N2259927I","41230","41247_0084",113.7,37,"maison",244,43.9,29,"A",42.92167,NA,NA,NA,NA,NA
224,NA,58,1855,"2024-05-13",538,104,"2441N1671780H","41230","41247_0178",NA,126,"maison",130,41.2,0,"A",42.92167,NA,NA,NA,NA,NA
198.8,NA,50.3,2303.9,"2024-03-05",473.1,163.9,"2441N0809350X","41230","41157_A006",111.3,18.3,"maison",146.3,47,59.4,"A",42.92167,NA,NA,NA,NA,NA
273,105,37,2168.3,"2023-04-28",454,159.8,"2341N1419216G","41230","41247_0075_00015",105,11,"maison",117,47.5,0,"A",41.92889,NA,588534.79,6703031.32,1.521559,47.418238
145.4,NA,38.3,1932.2,"2023-04-04",420.8,135.4,"2341N1128584C","41230","41157_0127",100.4,43.4,"maison",193.8,44,0,"A",41.92889,NA,NA,NA,NA,NA
155.1,NA,42.3,2049.1,"2023-08-27",437.2,144,"2341N2831744G","41230","41157_A006",114.4,42.3,"maison",197.5,41,0,"A",41.92889,NA,NA,NA,NA,NA
206,97.7,43,1596.3,"2023-08-02",374,116.7,"2341N2605004M","41230","41247_0075_00011",97.7,14,"maison",100,37.6,0,"A",41.92889,NA,588458.92,6702978.74,1.520566,47.417752
215,97.9,44,1781.1,"2023-01-19",399,129.8,"2341N0181690C","41230","41099_0018_00013",97.9,16,"maison",106,41.8,0,"A",41.92889,NA,593034.04,6694612.13,1.583226,47.343203
190,87.8,38,1659.3,"2023-11-29",381,119.9,"2341N4097938A","41230","41247_0078",87.8,14,"maison",121,43.5,0,"A",41.92889,NA,NA,NA,NA,NA
197,92.5,40,1730.8,"2023-10-01",393,125.2,"2341N3281356A","41230","41247_0075",92.5,15,"maison",122,43,0,"A",41.92889,NA,NA,NA,NA,NA
290,77.5,39,4856,"2023-05-12",498,179.9,"2341N1577849N","41230","41247_0085",77.5,0,"maison",141,77.7,0,"B",41.92889,NA,NA,NA,NA,NA
145.4,NA,38.3,1932.2,"2023-04-04",420.8,135.4,"2341N1122131X","41230","41247_0050",100.4,43.4,"maison",193.8,44,0,"A",41.92889,NA,NA,NA,NA,NA
277,70.7,41,4601.6,"2023-03-01",513,180.2,"2341N0685872S","41230","41247_0075",70.7,0,"maison",174,85.2,0,"B",41.92889,NA,NA,NA,NA,NA
221,103.6,45,2064,"2022-05-05",444,149.2,"2241N0965370P","41230","41247_0075",103.6,0,"maison",147,45.8,13,"A",40.832596,NA,NA,NA,NA,NA
286,140.2,57,2284.7,"2022-03-24",471,168.9,"2241N0595807Q","41230","41247_0075",140.2,0,"maison",104,37.5,0,"A",40.832596,NA,NA,NA,NA,NA
297,132.1,55,2339.2,"2022-03-14",478,173.4,"2241N0506401Y","41230","41247_0075",132.1,0,"maison",103,40.7,0,"A",40.832596,NA,NA,NA,NA,NA
255,133,49,2357.9,"2022-04-28",481,171.6,"2241N0901073Q","41230","41247_0021",133,3,"maison",154,40.8,0,"A",40.832596,NA,NA,NA,NA,NA
272,NA,43.3,2021.4,"2022-09-08",433.3,149.9,"2241N2041113I","41230","41247_0085",98.7,21.7,"maison",96.3,47,0,"A",40.832596,NA,NA,NA,NA,NA
260,93,36,2216.2,"2022-11-28",460,162.1,"2241N2851613K","41230","41157_A006",93,0,"maison",139,54.8,0,"A",40.832596,NA,NA,NA,NA,NA
190.8,NA,59.8,2105.1,"2022-07-26",445.1,150.4,"2241N1700153M","41230","41247_0045",152.7,41.1,"maison",153.4,31,0,"A",40.832596,NA,NA,NA,NA,NA
279,98.4,42,2102,"2022-06-14",445,155.7,"2241N1317649U","41230","41247_0053",98.4,5,"maison",95,49.1,0,"A",40.832596,NA,NA,NA,NA,NA
272,141.7,54,2304.2,"2022-08-04",474,169.2,"2241N1786388F","41230","41157_a007_00030",141.7,7,"maison",121,37.4,0,"A",40.832596,NA,594523.83,6701710.59,1.601289,47.407333
218,109.2,45,1854.5,"2022-04-06",410,135,"2241N0709685O","41230","41247_0078_00006",109.2,25,"maison",105,39.1,0,"A",40.832596,NA,588507.56,6702950.5,1.521218,47.417506
253,139,54,2251.9,"2022-06-17",466,164.3,"2241N1352834B","41230","41157_a006_00009",139,24,"maison",108,37.3,0,"A",40.832596,NA,594339.01,6702304.16,1.598699,47.412646
416,181.2,63,3428,"2022-01-27",643,255,"2241N0163678H","41230","41230_0002_00003",181.2,13,"maison",122,43.5,0,"A",40.832596,NA,570488.3,6724779.94,1.275969,47.610675
284,98.4,41,2136,"2022-06-14",449,158.4,"2241N1317512N","41230","41247_0053",98.4,5,"maison",95,49.9,0,"A",40.832596,NA,NA,NA,NA,NA
292,NA,61,2068,"2022-05-18",597,149,"2241N1087396X","41230","41157_A006",NA,28,"maison",216,50.3,0,"A",40.832596,NA,NA,NA,NA,NA
288.6,NA,57,1788,"2021-09-06",534.4,130.4,"2141N0270480A","41230","41157_msu9py",100.6,28.5,"maison",160.3,40,0,"A",39.50647,NA,NA,NA,NA,NA
429.3,NA,61.9,4609.7,"2021-11-03",718,219.2,"2141N0622237D","41230","41247_0044",99.5,24.1,"maison",202.8,71,0,"B",39.50647,NA,NA,NA,NA,NA
235.5,NA,52.7,1523.1,"2021-09-06",477.1,110.1,"2141N0270602S","41230","41157_msu9py",84.1,27.9,"maison",161.1,41,0,"A",39.50647,NA,NA,NA,NA,NA
168,NA,40,4042,"2021-12-09",351,289,"2141N0888749P","41230","41068_0020",75.7,20,"maison",123,68.1,0,"A",39.50647,NA,NA,NA,NA,NA
351,123.1,64,2443.1,"2021-07-29",685,177,"2141N0112243Z","41230","41247_0075",123.1,0,"maison",206,45.6,40,"A",39.50647,NA,NA,NA,NA,NA
285,89.4,49,1710.3,"2021-09-17",518,124.8,"2141N0342085B","41230","41247",89.4,19,"maison",142,44,0,"A",39.50647,NA,NA,NA,NA,NA
475.2,NA,69.8,5110.2,"2021-10-25",802.2,951.5,"2141N0566161J","41230","41247_0044",125.3,39.2,"maison",218,54,0,"B",39.50647,NA,NA,NA,NA,NA
282,136.6,58,2417.8,"2024-03-11",489,177.7,"2441N0871368F","41120","41031_0031",136.6,0,"maison",127,40.6,0,"A",35.462532,NA,NA,NA,NA,NA
348.1,NA,78.4,2425.5,"2024-07-19",617.7,177.8,"2441N2614875E","41120","41031_0054_00034",159.1,53.9,"maison",137.3,35,0,"A",35.462532,NA,578405.39,6714500.48,1.384129,47.519674
328,136.6,66,2545.9,"2024-07-18",640,184.6,"2441N2604271I","41120","41031_0037",136.6,12,"maison",193,42.8,0,"A",35.462532,NA,NA,NA,NA,NA
225,120.9,44,1970.7,"2024-05-28",427,143.3,"2441N1880197I","41120","41031",120.9,8,"maison",126,37.4,0,"A",35.462532,NA,NA,NA,NA,NA
254.3,NA,72.4,2669,"2024-02-09",527,192.8,"2441N0474496X","41120","41031_0075_00047_o",192.3,35.4,"maison",165,31.9,0,"A",35.462532,NA,577872.74,6714930.86,1.376935,47.523449
287,147.7,63,2346.5,"2024-04-03",479,173.4,"2441N1198933W","41120","41031_0037_00010",147.7,0,"maison",107,36.5,0,"A",35.462532,NA,580773.47,6715036.17,1.415447,47.524927
200,96.4,43,1754.5,"2024-03-26",395,127.1,"2441N1078679S","41120","41147_0066",96.4,0,"maison",128,41.8,0,"A",35.462532,NA,NA,NA,NA,NA
257,108.9,60,1851.3,"2024-08-08",509,134.2,"2441N2846689C","41120","41032_0192",108.9,0,"maison",162,39.1,0,"A",35.462532,NA,NA,NA,NA,NA
237,108.7,47,1834.8,"2024-01-29",407,135,"2441N0316051W","41120","41147_0005_00037",108.7,0,"maison",98,38.8,0,"A",35.462532,NA,571965.49,6712774.21,1.299069,47.502921
244,108.7,47,1872.8,"2024-01-29",413,138,"2441N0316053Y","41120","41147_0005_00037",108.7,0,"maison",97,39.6,0,"A",35.462532,NA,571965.49,6712774.21,1.299069,47.502921
218,100.2,44,1893.7,"2024-01-17",416,137.6,"2441N0182079C","41120","41145_0194_00003",100.2,0,"maison",125,43.4,0,"A",35.462532,NA,571449.77,6711140.81,1.292689,47.488121
229,86.2,57,1594.7,"2024-09-13",460,115.5,"2441N3189322H","41120","41246_0043",86.2,0,"maison",147,42.5,0,"A",35.462532,NA,NA,NA,NA,NA
266,77.2,33,1821.9,"2024-06-01",405,135.8,"2464N1953768W","41120","41059_l1vkpl",77.2,0,"maison",106,54.3,0,"A",35.462532,NA,NA,NA,NA,NA
242,96,46,1680,"2024-09-09",476,121.7,"2441N3125456X","41120","41059_0793",96,3,"maison",155,40.2,0,"A",35.462532,NA,NA,NA,NA,NA
287.4,NA,42,2319.9,"2024-02-21",475.3,171.1,"2441N0637349M","41120","41031_0087_00013",107.9,15.5,"maison",117.2,49.4,13.3,"A",35.462532,NA,577872.14,6715307.89,1.376824,47.526842
209,127.4,48,2140.3,"2024-03-29",450,153.8,"2441N1162890P","41120","41052_0019_00009_b",127.4,21,"maison",153,38.6,0,"A",35.462532,NA,577896.21,6712973.97,1.377781,47.505842
140,NA,36.8,1442.1,"2024-03-05",351.8,102.1,"2441N0812959S","41120","41061_0142_00008",75.5,49.7,"maison",110.5,43,14.7,"A",35.462532,NA,579885.81,6711113.71,1.404706,47.489465
